Protein.IDs,LFQ.intensity.01.51.48.N,LFQ.intensity.02.2870.17.T,LFQ.intensity.03.613.19.T,LFQ.intensity.04.91.19.N,LFQ.intensity.05.1200.18.N,LFQ.intensity.06.34.20.T,LFQ.intensity.07.306.19.T,LFQ.intensity.08.2283.18.T,LFQ.intensity.10.885.17.T,LFQ.intensity.11.51.18.T,LFQ.intensity.12.1315.18.T,LFQ.intensity.13.1219.17.T,LFQ.intensity.14.1301.19.N,LFQ.intensity.15.1219.17.N,LFQ.intensity.16.2286.19.T,LFQ.intensity.17.2097.17.T,LFQ.intensity.18.1301.19.T,LFQ.intensity.19.2870.17.N,LFQ.intensity.20.2097.17.N,LFQ.intensity.21.613.19.N,LFQ.intensity.22.1200.18.T,LFQ.intensity.23.1512.18.T,LFQ.intensity.24.885.17.N,LFQ.intensity.25.2286.19.N,LFQ.intensity.26.91.19.T,LFQ.intensity.27.1315.18.N,LFQ.intensity.28.2283.18.N
sp|Q10567-3|AP1B1_HUMAN;sp|Q10567-2|AP1B1_HUMAN;sp|Q10567|AP1B1_HUMAN;sp|Q10567-4|AP1B1_HUMAN,1972800,2581200,2344600,NA,2080100,1673500,3311200,1906800,1977100,2201300,3471400,2442900,NA,1793300,1700400,NA,1676700,2588800,1925600,1385300,2452800,2509200,NA,1675600,1791000,2481100,2105400
sp|Q10570|CPSF1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q10588|BST1_HUMAN;sp|Q10588-2|BST1_HUMAN,NA,NA,NA,NA,2440800,NA,NA,NA,NA,NA,699860,NA,NA,857370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12765-2|SCRN1_HUMAN;sp|Q12765|SCRN1_HUMAN;sp|Q12765-3|SCRN1_HUMAN,1111600,2108700,2899200,3217200,1056100,1266500,1929400,2347200,3414200,1882200,2592600,3346400,2035200,903240,4663000,863480,3400500,707890,668240,595370,3329200,4634200,1423200,2245200,2859700,704830,674010
sp|Q12768|WASC5_HUMAN,1478500,2007300,1751900,1248700,1758400,1595200,1825200,1333600,1341100,1798700,1995500,1957800,1178000,2702800,1112700,1402200,1948800,2266200,1825900,1468900,1112700,1554900,1030700,1131100,1302400,1700300,1759200
sp|Q12774|ARHG5_HUMAN;sp|Q12774-2|ARHG5_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12792-3|TWF1_HUMAN;sp|Q12792|TWF1_HUMAN;sp|Q12792-4|TWF1_HUMAN,1216200,3263300,2237300,NA,2079200,1193500,5808900,1609200,2512800,2697100,4435000,2631900,NA,1268000,2934300,3017400,3762700,1511300,NA,NA,1948500,1813300,1300900,1761700,2404800,1335700,NA
sp|Q12797|ASPH_HUMAN;sp|Q12797-10|ASPH_HUMAN;sp|Q12797-6|ASPH_HUMAN;sp|Q12797-11|ASPH_HUMAN;sp|Q12797-2|ASPH_HUMAN;sp|Q12797-7|ASPH_HUMAN;sp|Q12797-9|ASPH_HUMAN;sp|Q12797-5|ASPH_HUMAN;sp|Q12797-8|ASPH_HUMAN;sp|Q12797-4|ASPH_HUMAN;sp|Q12797-3|ASPH_HUMAN,1801500,1538600,2580900,1311100,1719400,1864900,1894800,4684600,1926300,1533400,2014100,1302700,1345500,1323100,1638600,975560,6280400,1829500,1479700,1661600,2933500,2393300,1449800,1495300,3335000,1617500,3486800
sp|Q12802|AKP13_HUMAN;sp|Q12802-4|AKP13_HUMAN;sp|Q12802-2|AKP13_HUMAN,NA,NA,NA,NA,NA,NA,NA,913150,NA,NA,532470,985890,NA,NA,NA,NA,NA,930360,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12805-5|FBLN3_HUMAN;sp|Q12805-2|FBLN3_HUMAN;sp|Q12805-4|FBLN3_HUMAN;sp|Q12805-3|FBLN3_HUMAN;sp|Q12805|FBLN3_HUMAN,1592000,NA,NA,3389700,5127900,NA,NA,1675000,2459100,2697500,4846800,NA,1694700,NA,NA,NA,NA,3548200,1548700,3398900,1457100,NA,1583600,NA,NA,6025800,1245600
sp|Q12824-2|SNF5_HUMAN;sp|Q12824|SNF5_HUMAN,NA,413490,NA,NA,NA,NA,146180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12846|STX4_HUMAN;sp|Q12846-2|STX4_HUMAN,NA,1684600,2101200,NA,1877900,2062400,3111700,1685600,2454900,NA,3130200,2636600,NA,2128800,2393700,NA,2670400,1919000,NA,NA,NA,1941500,NA,NA,2654800,2786800,NA
sp|Q12849-5|GRSF1_HUMAN;sp|Q12849|GRSF1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12860|CNTN1_HUMAN;sp|Q12860-2|CNTN1_HUMAN;sp|Q12860-3|CNTN1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12874|SF3A3_HUMAN,3087000,8133200,3600700,1484400,1886900,3801000,5877600,3018500,3479600,5121700,3042000,4377400,2031800,2798100,2888400,5504300,4329900,2886500,1175100,1379800,3502000,4518500,2988300,3593600,4814300,2288600,3987600
sp|Q12882|DPYD_HUMAN;sp|Q12882-2|DPYD_HUMAN,627810,1079800,1724500,NA,1215900,1426500,576730,1804100,1478000,628060,2067500,1322500,NA,806680,NA,960970,400300,NA,320900,531750,5251400,2075600,326540,NA,1736100,419860,471470
sp|Q12888|TP53B_HUMAN;sp|Q12888-3|TP53B_HUMAN;sp|Q12888-2|TP53B_HUMAN,NA,NA,NA,NA,NA,NA,561260,NA,NA,578700,364460,487970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q12904|AIMP1_HUMAN;sp|Q12904-2|AIMP1_HUMAN,1596000,2240600,1624600,NA,NA,1106500,4149600,2280200,1220600,1090600,1744300,1378000,1182500,NA,1144100,1784400,2495400,1253200,1025600,965750,1034100,1451300,NA,NA,1013100,1432100,1789400
sp|Q12905|ILF2_HUMAN,2635300,4213400,5666100,1884100,3467800,3144300,6342200,4692700,3351800,4139500,5064600,5804600,2154900,5164700,5797000,9061100,3195000,3280200,4029900,3783500,4404500,2999000,2815400,8339300,3601600,4919100,4970600
sp|Q12906-7|ILF3_HUMAN;sp|Q12906|ILF3_HUMAN;sp|Q12906-4|ILF3_HUMAN;sp|Q12906-6|ILF3_HUMAN;sp|Q12906-5|ILF3_HUMAN;sp|Q12906-2|ILF3_HUMAN;sp|Q12906-3|ILF3_HUMAN,4955100,9253900,6913700,3736500,4102700,8276300,7302400,11460000,8707900,8036800,7369900,7872700,5203600,4547500,7896500,8214800,8272600,5643500,3910400,4413200,5015700,8510700,4670700,5039900,10265000,4732700,7510900
sp|Q12907|LMAN2_HUMAN,2271400,2370400,1909400,NA,2226900,3407000,3450400,3123200,2232900,3436400,3047800,2057600,1751500,2630500,3963000,2600000,3016700,3880600,NA,3146800,3292000,NA,NA,NA,3322500,3418300,NA
sp|Q12929|EPS8_HUMAN;sp|Q12929-2|EPS8_HUMAN,NA,NA,NA,NA,1375100,1497000,1301700,1390900,NA,2725100,NA,1403900,NA,NA,NA,NA,1553000,NA,NA,NA,1585600,NA,NA,NA,3323100,NA,NA
sp|Q12931-2|TRAP1_HUMAN;sp|Q12931|TRAP1_HUMAN,2506200,3459400,3092600,NA,1047500,1410200,14012000,2039400,1367800,5109300,1793000,7671800,NA,1943700,5996900,13041000,2782100,1579600,1442300,1977700,2869500,NA,NA,3386300,NA,793510,NA
sp|Q12955|ANK3_HUMAN;sp|Q12955-5|ANK3_HUMAN;sp|Q12955-4|ANK3_HUMAN;sp|Q12955-7|ANK3_HUMAN;sp|Q01484-5|ANK2_HUMAN;sp|Q01484-2|ANK2_HUMAN;sp|Q12955-6|ANK3_HUMAN,777480,1605000,1946800,681240,1023300,1331900,819510,1448300,1300800,908640,696630,833310,NA,564230,1829500,1284000,1753400,1005900,898560,594920,1940700,3674200,989390,836550,NA,794600,NA
sp|Q12959-5|DLG1_HUMAN;sp|Q12959-3|DLG1_HUMAN;sp|Q12959-6|DLG1_HUMAN;sp|Q12959-4|DLG1_HUMAN;sp|Q12959|DLG1_HUMAN;sp|Q12959-7|DLG1_HUMAN;sp|Q12959-2|DLG1_HUMAN;sp|Q12959-8|DLG1_HUMAN;sp|Q12959-9|DLG1_HUMAN,459050,719160,748200,1187400,592510,1003000,1825900,1196700,1192000,1566900,529070,613730,497260,NA,841950,2065400,479000,404040,NA,NA,424120,411830,NA,NA,574460,479450,642390
sp|Q12965|MYO1E_HUMAN,NA,1004100,1016600,NA,1343000,NA,958210,1418700,1134100,1110700,1326900,1654400,NA,NA,NA,NA,1251600,1266600,NA,NA,1651200,1103500,1157100,NA,1168000,NA,NA
sp|Q12979-2|ABR_HUMAN;sp|Q12979-4|ABR_HUMAN;sp|Q12979|ABR_HUMAN;sp|P11274-2|BCR_HUMAN;sp|P11274|BCR_HUMAN,NA,NA,NA,NA,NA,573030,471650,587080,NA,601700,1781600,NA,NA,NA,NA,445870,NA,NA,NA,NA,NA,764340,NA,NA,NA,NA,NA
sp|Q12996|CSTF3_HUMAN;sp|Q12996-3|CSTF3_HUMAN;sp|Q12996-2|CSTF3_HUMAN,NA,535450,NA,NA,NA,NA,438310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13011|ECH1_HUMAN,5407300,4311700,2241000,3983200,2579800,4841200,8725100,2456300,2905300,9038200,2540200,3379700,3841400,3750200,8004600,11672000,5024900,5365100,5531200,4400500,9643200,878660,2411500,3773600,NA,3538600,4512900
sp|Q13033-2|STRN3_HUMAN;sp|Q13033|STRN3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13043-2|STK4_HUMAN;sp|Q13043|STK4_HUMAN,1277200,2023600,698820,1323100,1634000,NA,1640800,1294200,2126600,1763600,1736500,1097200,1208100,1099300,NA,1379300,1764700,2247700,1442500,NA,NA,1511800,1498300,1612000,1394000,1298800,1364300
sp|Q13045|FLII_HUMAN;sp|Q13045-2|FLII_HUMAN;sp|Q13045-3|FLII_HUMAN,1585600,1757700,2282700,1126500,2050600,1894300,1093700,1382900,2018700,1120800,2022000,1871400,1542500,1811900,1483100,1178900,1936900,2240400,1798900,1491100,2102000,1967100,2110500,2488100,2038800,1760300,2981100
sp|Q13057|COASY_HUMAN;sp|Q13057-2|COASY_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,901050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682070,NA
sp|Q13084|RM28_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13085-3|ACACA_HUMAN;sp|Q13085-2|ACACA_HUMAN;sp|Q13085|ACACA_HUMAN;sp|Q13085-4|ACACA_HUMAN,NA,3275300,2307700,NA,1535400,NA,3362200,1453300,1862900,2323500,2327600,6159400,NA,1445100,4490200,6279900,1447800,NA,1042400,NA,6342300,1581100,NA,2419500,2359500,1338600,NA
sp|Q13094|LCP2_HUMAN,1693600,1618100,NA,NA,NA,1522900,NA,1759200,3032300,1888900,2789200,1099800,1676000,1109300,NA,NA,2470400,1298500,NA,NA,945830,1156000,NA,NA,1854200,1157100,1746800
sp|Q13098-5|CSN1_HUMAN;sp|Q13098|CSN1_HUMAN;sp|Q13098-7|CSN1_HUMAN;sp|Q13098-6|CSN1_HUMAN,1223900,NA,NA,NA,NA,NA,2020600,NA,NA,NA,NA,NA,NA,NA,NA,1773100,NA,NA,NA,1188800,NA,NA,NA,NA,NA,NA,NA
sp|Q13123|RED_HUMAN,582980,1633400,497620,NA,553640,NA,943090,586630,544970,1037200,663670,832470,NA,NA,NA,958020,676240,NA,558420,NA,NA,747300,NA,NA,675370,NA,NA
sp|Q13126|MTAP_HUMAN;sp|Q13126-7|MTAP_HUMAN;sp|Q13126-4|MTAP_HUMAN;sp|Q13126-6|MTAP_HUMAN;sp|Q13126-5|MTAP_HUMAN;sp|Q13126-3|MTAP_HUMAN;sp|Q13126-2|MTAP_HUMAN,1364000,5938100,1814400,1549600,1122100,NA,2385200,1108100,2626100,1158900,1393300,1849000,1259700,1610600,1322900,2089400,4153600,1702800,1390000,NA,2816300,1763600,1672200,2026500,1879600,1856500,NA
sp|Q13131|AAPK1_HUMAN;sp|Q13131-2|AAPK1_HUMAN,NA,779620,NA,NA,877780,1418300,1141800,867760,NA,NA,711870,1357100,NA,846960,1750300,1196300,689260,981830,913390,961940,1148800,NA,NA,1482700,NA,NA,NA
sp|Q13136|LIPA1_HUMAN;sp|Q13136-2|LIPA1_HUMAN,NA,358730,389530,NA,NA,NA,1861400,NA,NA,456550,328980,NA,839960,NA,NA,NA,NA,508420,NA,NA,NA,367240,NA,NA,NA,NA,NA
sp|Q13144|EI2BE_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13148|TADBP_HUMAN;sp|Q13148-4|TADBP_HUMAN,1798200,3001500,1379800,2124700,1062300,3942000,1806000,1995700,1315800,2232800,1829900,1475300,1595800,2998300,3909200,1789400,2224600,1281200,997670,1156400,1001800,1521200,1332300,953380,NA,1455700,1854800
sp|Q13151|ROA0_HUMAN,35606000,23320000,17700000,26872000,23517000,29399000,21182000,39044000,31752000,24490000,15041000,24999000,29030000,17675000,20055000,27878000,33061000,26907000,21337000,8832200,12484000,41415000,27680000,29489000,39107000,23358000,34831000
sp|Q13153|PAK1_HUMAN;sp|Q13153-2|PAK1_HUMAN,NA,NA,NA,NA,NA,NA,3225800,NA,NA,NA,1512600,NA,NA,NA,NA,2375700,NA,NA,NA,NA,NA,NA,NA,NA,2886700,NA,NA
sp|Q13155|AIMP2_HUMAN;sp|Q13155-2|AIMP2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13158|FADD_HUMAN,NA,NA,NA,NA,NA,NA,1885900,451890,NA,NA,714930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13162|PRDX4_HUMAN,4690300,5987900,12009000,4655100,6444000,10110000,5608200,6265800,11097000,7459600,10601000,14497000,3235500,8526000,9480900,26266000,5996800,6371800,6696500,8087100,8330000,6484500,2693600,5761700,13100000,5352900,4656000
sp|Q13177|PAK2_HUMAN;sp|O75914-2|PAK3_HUMAN;sp|O75914|PAK3_HUMAN;sp|O75914-4|PAK3_HUMAN;sp|O75914-3|PAK3_HUMAN,2102200,5404900,3068800,1015900,1751300,2406600,2978200,2547900,2781000,3030800,4033500,3199300,NA,1500700,1020200,3590800,2728700,1649700,1519200,752950,2492000,2209100,1333700,1533200,2889200,2178000,852840
sp|Q13185|CBX3_HUMAN,1505700,2851600,1981400,2303300,NA,4002600,1797400,2144200,1657600,1630400,1169700,659410,2788900,NA,3325400,2109900,2427600,1726900,NA,NA,970450,1691300,2088100,1376400,1956000,1220500,1800400
sp|Q13188|STK3_HUMAN;sp|Q13188-2|STK3_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13200|PSMD2_HUMAN;sp|Q13200-3|PSMD2_HUMAN;sp|Q13200-2|PSMD2_HUMAN,2380400,4863400,4159700,2087600,2417100,3557600,4046300,3628400,3998100,3107200,4233900,3035800,2234800,2109500,3489300,4992100,4259700,2694900,2113800,2830800,4402500,4490400,2179700,2749400,3244900,2329300,2793500
sp|Q13217|DNJC3_HUMAN,NA,NA,NA,NA,NA,1077800,1762300,2509200,1022900,1077800,934910,NA,NA,NA,NA,1096000,1010400,NA,NA,794420,1089000,NA,NA,NA,NA,NA,NA
sp|Q13228|SBP1_HUMAN;sp|Q13228-4|SBP1_HUMAN;sp|Q13228-2|SBP1_HUMAN;sp|Q13228-3|SBP1_HUMAN,16682000,3409800,6249300,17180000,12354000,20275000,2879200,18857000,12548000,19704000,2916800,7117200,15814000,13763000,50649000,3547100,1733500,9925000,18824000,10904000,4955500,10186000,22798000,15900000,3219200,14719000,17874000
sp|Q13231-2|CHIT1_HUMAN;sp|Q13231-3|CHIT1_HUMAN;sp|Q13231-4|CHIT1_HUMAN;sp|Q13231|CHIT1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135700,727270,1929900,NA,NA,NA,NA,NA,NA,NA
sp|Q13232|NDK3_HUMAN,NA,NA,1011000,NA,NA,811630,1858500,1366200,NA,1963100,NA,627310,NA,NA,NA,596010,NA,565000,NA,767720,2531400,NA,NA,804750,NA,677570,806410
sp|Q13242|SRSF9_HUMAN,2579800,7237100,5497900,1731500,950570,3368000,8809100,3821700,2656200,2437100,1968100,4611400,1785700,1292700,3515000,5582500,4552200,1871100,1813600,967210,1746300,1177900,582860,1648700,4529700,962270,2133700
sp|Q13243|SRSF5_HUMAN;sp|Q13243-3|SRSF5_HUMAN;sp|Q13243-2|SRSF5_HUMAN,1606000,2106800,855060,902640,794280,2489300,1261000,2814400,1412400,1585500,515070,1198500,1630300,643550,1745600,1102800,2123000,1369000,NA,672730,901940,1405700,1060300,NA,2266300,640910,1939900
sp|Q13247|SRSF6_HUMAN;sp|Q13247-3|SRSF6_HUMAN;sp|Q13247-2|SRSF6_HUMAN,15957000,20465000,10647000,10032000,10141000,14105000,21836000,21352000,19396000,30839000,11439000,13910000,11246000,11561000,21936000,28013000,18182000,13019000,9331400,10769000,15743000,16532000,11765000,9280300,24467000,9278700,12299000
sp|Q13263|TIF1B_HUMAN;sp|Q13263-2|TIF1B_HUMAN,6396900,15248000,8711000,3868900,4465500,7797400,9586100,9177800,6973100,12860000,7545200,6338900,6150400,4347000,9516300,11155000,6596100,5874400,3949900,3778700,3982100,9617300,5530800,5521600,9668800,4940700,6571900
sp|Q13283|G3BP1_HUMAN;sp|Q13283-2|G3BP1_HUMAN,3374500,4207100,4293400,2235200,3843100,3637700,5238800,4020600,3443200,4315600,3061900,6466600,4178100,2848200,2305700,6208100,6031800,2734500,2447800,805350,2973300,3236200,2956700,2793300,3330500,2219400,4154100
sp|Q13303-4|KCAB2_HUMAN;sp|Q13303-2|KCAB2_HUMAN;sp|Q13303|KCAB2_HUMAN;sp|Q13303-3|KCAB2_HUMAN;sp|Q13303-5|KCAB2_HUMAN,NA,1106100,NA,NA,NA,NA,NA,NA,NA,NA,3965400,NA,NA,NA,NA,NA,NA,1174800,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13308-4|PTK7_HUMAN;sp|Q13308|PTK7_HUMAN;sp|Q13308-6|PTK7_HUMAN;sp|Q13308-3|PTK7_HUMAN;sp|Q13308-2|PTK7_HUMAN;sp|Q13308-5|PTK7_HUMAN,1233700,591770,885750,1071200,1453400,1473100,NA,3871500,705390,1817100,3566900,2484500,851060,902470,NA,2122700,417660,552770,1003600,489320,1000900,2459400,NA,NA,2121400,1373000,1167900
sp|Q13310-2|PABP4_HUMAN;sp|Q13310-3|PABP4_HUMAN;sp|Q13310|PABP4_HUMAN,1531300,2575600,1048900,760550,638230,2029600,2216000,4207300,2196100,2710800,1642100,1541200,359240,777650,1920200,2320500,2288400,969850,814550,754430,873510,2101800,659640,877750,2433300,773960,1600100
sp|Q13330|MTA1_HUMAN;sp|Q13330-3|MTA1_HUMAN;sp|Q13330-2|MTA1_HUMAN,NA,3367700,747960,NA,NA,NA,519880,754390,688440,726840,669040,415140,NA,NA,NA,NA,653350,NA,NA,NA,NA,1009200,NA,NA,657560,NA,NA
sp|Q13347|EIF3I_HUMAN,2429400,5423100,3151900,2614700,2307200,4868700,4769500,4623100,6188100,4056600,2816900,3930200,2752400,2302300,6288700,6747300,7689000,2910400,1837200,1823200,3814900,5224900,2879700,2375100,6685600,2491600,3384700
sp|Q13361-2|MFAP5_HUMAN;sp|Q13361|MFAP5_HUMAN,NA,NA,NA,NA,2846500,NA,NA,NA,9711100,2444100,NA,NA,3737000,2606800,1787300,NA,NA,NA,4342800,3585000,NA,NA,NA,25503000,NA,11321000,NA
sp|Q13363|CTBP1_HUMAN;sp|Q13363-2|CTBP1_HUMAN,2383800,2137300,1736400,2144600,2198400,2337300,1456800,1781000,1629900,1808400,1629900,2252100,NA,1648600,1874300,3336000,1583500,1571000,1687500,1921700,1372400,2484800,1368200,2305200,1818200,1783800,2260300
sp|Q13404|UB2V1_HUMAN;sp|Q13404-7|UB2V1_HUMAN;sp|Q13404-1|UB2V1_HUMAN;sp|Q13404-8|UB2V1_HUMAN;sp|Q13404-6|UB2V1_HUMAN,72270000,82155000,130480000,53450000,61041000,65462000,123030000,120610000,94701000,113400000,93441000,89346000,54643000,76524000,116730000,100420000,95174000,58803000,72962000,79397000,95837000,78104000,59232000,70792000,62412000,62683000,NA
sp|Q13404-2|UB2V1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13409-3|DC1I2_HUMAN;sp|Q13409-2|DC1I2_HUMAN;sp|Q13409-6|DC1I2_HUMAN;sp|Q13409-7|DC1I2_HUMAN;sp|Q13409|DC1I2_HUMAN;sp|Q13409-5|DC1I2_HUMAN,3576800,2283400,2085500,3353500,2759600,1348500,1936500,2801700,3245800,1838800,1326100,2117200,NA,1936800,755920,2064900,3416900,NA,NA,NA,NA,3094500,3211900,1882500,3068200,1636500,2662500
sp|Q13418|ILK_HUMAN;sp|Q13418-3|ILK_HUMAN;sp|Q13418-2|ILK_HUMAN,5190300,2020300,2544400,5631400,5303300,2215900,1447100,2423700,3270000,3117800,5042900,3386000,5283700,4801300,2843600,1790300,1584200,5101900,5373600,4407100,3466500,2081100,8323200,7204800,1823700,8502600,3595300
sp|Q13421-4|MSLN_HUMAN;sp|Q13421-3|MSLN_HUMAN;sp|Q13421-2|MSLN_HUMAN;sp|Q13421|MSLN_HUMAN,NA,NA,2150400,251760,NA,NA,1428700,NA,397590,2873300,171140,1772400,NA,NA,16524000,358800,575510,NA,470460,NA,652080,4728200,383170,3872700,253130,NA,NA
sp|Q13423|NNTM_HUMAN,3163800,3352500,1046300,1610700,1838900,3485400,1697900,2238400,1885900,10084000,2918500,2804400,1512000,2418700,4329900,2931800,1210100,5018300,2440900,3182200,3972000,NA,1145400,2436300,1304000,2796000,3146100
sp|Q13425|SNTB2_HUMAN;sp|Q13425-2|SNTB2_HUMAN,2055300,1085300,784590,3132100,1725800,934440,925060,1126300,1626600,1948700,1648200,1489000,2491300,1988800,1132900,570210,753870,1869700,2144700,1880500,1109400,1346700,3560100,2962500,1089200,2786100,1923000
sp|Q13427-2|PPIG_HUMAN;sp|Q13427|PPIG_HUMAN,NA,1170600,1031400,NA,NA,1922900,NA,1284300,NA,1167100,NA,NA,NA,NA,NA,NA,1550200,NA,NA,NA,NA,1144100,NA,NA,NA,NA,NA
sp|Q13428-7|TCOF_HUMAN;sp|Q13428-3|TCOF_HUMAN;sp|Q13428-8|TCOF_HUMAN;sp|Q13428-6|TCOF_HUMAN;sp|Q13428|TCOF_HUMAN;sp|Q13428-4|TCOF_HUMAN;sp|Q13428-2|TCOF_HUMAN;sp|Q13428-5|TCOF_HUMAN,1178100,2453200,980030,314150,740250,1188300,4228800,1919700,1525600,2846500,1453300,1952700,1087200,1282100,NA,3766700,1665600,1098300,449570,613250,475910,1532900,819420,1053700,1949700,NA,NA
sp|Q13435|SF3B2_HUMAN,2521700,6433700,3340200,1814200,2198700,3786800,6228800,3559700,3275900,5473900,3044400,3827700,1835100,2197600,3298200,5915700,3717200,2399800,1696800,1689400,3558300,3983000,2130400,2477300,4593600,2216600,2707900
sp|Q13438-6|OS9_HUMAN;sp|Q13438-5|OS9_HUMAN;sp|Q13438-3|OS9_HUMAN;sp|Q13438-2|OS9_HUMAN;sp|Q13438-7|OS9_HUMAN;sp|Q13438-4|OS9_HUMAN;sp|Q13438|OS9_HUMAN;sp|Q13438-8|OS9_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962010,NA,NA,NA,NA,1288900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13442|HAP28_HUMAN,1970500,3230600,6251800,1486200,1537500,4499500,4290900,4038400,2633000,3094300,3182100,3772600,2276000,1188800,NA,4404700,6471800,1192300,1025700,NA,2163400,5277600,1552600,1123600,5348500,1374800,2342500
sp|Q13443|ADAM9_HUMAN;sp|Q13443-2|ADAM9_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q13445|TMED1_HUMAN,NA,NA,NA,NA,NA,NA,NA,264610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262020,NA,308930,318430,265560,NA,736530
sp|Q13451|FKBP5_HUMAN,NA,2600400,1224000,NA,1230500,2014200,NA,1317000,2272600,NA,2407000,NA,NA,NA,NA,NA,1756700,NA,NA,NA,NA,3350900,NA,NA,1979100,NA,1841600
sp|Q13459-2|MYO9B_HUMAN;sp|Q13459|MYO9B_HUMAN,NA,NA,NA,NA,NA,1075400,NA,1571200,1380200,1334900,1373200,NA,860980,NA,NA,NA,1116600,1258900,NA,NA,NA,1074000,NA,NA,NA,NA,NA
sp|Q13464|ROCK1_HUMAN,NA,16900000,NA,NA,NA,NA,10657000,NA,NA,10821000,12695000,NA,4894700,NA,NA,8757600,NA,NA,NA,NA,NA,NA,NA,11776000,NA,14253000,NA
sp|Q13488|VPP3_HUMAN;sp|Q13488-2|VPP3_HUMAN,1354200,1393100,NA,790930,1645400,NA,451340,1165500,883850,913510,843830,856740,1737400,1813800,608820,692400,1293600,2892600,3348600,792290,1054000,2018900,1258400,912000,NA,NA,3920700
sp|Q13492-3|PICAL_HUMAN;sp|Q13492-2|PICAL_HUMAN;sp|Q13492-5|PICAL_HUMAN;sp|Q13492|PICAL_HUMAN;sp|Q13492-4|PICAL_HUMAN,1319800,2309400,1810200,659120,1620400,776130,1358700,1346700,2034400,1215500,2426800,1381800,853550,941720,779780,1842400,1924900,1388600,1179000,1576800,2796700,1317900,1057600,1370900,1528400,1607600,1269600
sp|Q13501|SQSTM_HUMAN;sp|Q13501-2|SQSTM_HUMAN,544010,489620,2135300,NA,496120,2111000,NA,1079600,608240,982190,547740,134600,NA,NA,1403300,1523800,23067000,438870,NA,NA,1513100,NA,NA,NA,1932400,NA,745340
sp|Q13509|TBB3_HUMAN;sp|Q13509-2|TBB3_HUMAN,403030,1370700,4135400,684850,503280,591020,1472900,2477600,1138900,2788400,6257900,1942200,NA,NA,916400,7799300,5081600,NA,NA,NA,2099800,8571100,432080,1068800,2156500,NA,908350
